209816336205550010;16404;1;1
209816743089331312;16404;1;1
209816731080605655;16404;1;1
209816789319016505;16404;1;1
209816631962877708;16404;1;1
209816628616669680;16404;1;1
209816370131684548;16404;1;1
209816955796507182;16404;1;1
209816721721831246;16404;1;1
209816162361714535;16404;1;1
209816836502283814;16404;1;1
209816517287366090;16404;1;1
209816654005192224;16404;1;1
209816378664215567;16404;1;1
209816684587319382;16404;1;1
209816558350577487;16404;1;1
209816286622604820;16404;1;1
209816785900614228;16404;1;1
209816174770514484;16404;1;1
209816152448164308;16404;1;1
209816763100295799;16404;1;1
209816190581316604;16404;1;1
209816251149516093;16404;1;1
209816848206809726;16404;1;1
209816314885008625;16404;1;1
209816940956562293;16404;1;1
209816336215492348;16404;1;1
209816972781899855;16404;1;1
209816877646707460;16404;1;1
209816624394400514;16404;1;1
209816491854276046;16404;1;1
209816460584617696;16404;1;1
209816355584128443;16404;1;1
209816472566493792;16404;1;1
209816795517875349;16404;1;1
209816406821179671;16404;1;1
209816237314744867;16404;1;1
209816588385969872;16404;1;1
209816522860086524;16404;1;1
209816492311436683;16404;1;1
209816434389296929;16404;1;1
209816305336001333;16404;1;1
209816591707708783;16404;1;1
209816604840755467;16404;1;1
209816572347676854;16404;1;1
209816199658151254;16404;1;1
209816295061872813;16404;1;1
209816980190798645;16404;1;1
209816732287781784;16404;1;1
209816426620955115;16404;1;1
209816625594904185;16404;1;1
209816996282315812;16404;1;1
209816302407596736;16404;1;1
209816481976460676;16404;1;1
209816872978452125;16404;1;1
209816664352927363;16404;1;1
209816353504462172;16404;1;1
209816981283630361;16404;1;1
209816902708580252;16404;1;1
209816115165963777;16404;1;1
209816803205893848;16404;1;1
209816167322063363;16404;1;1
209816747702238262;16404;1;1
209816474284565089;16404;1;1
209816750504348428;16404;1;1
209816142770506914;16404;1;1
209816221680160154;16404;1;1
209816553264994177;16404;1;1
209816609075402377;16404;1;1
209816818282289897;16404;1;1
209816330506264706;16404;1;1
209816871386862823;16404;1;1
209816337967880070;16404;1;1
209816646862827715;16404;1;1
209816328255151408      ;16404;1;1
209816706714267370;16404;1;1
209816422528397767;16404;1;1
209816166763552931;16404;1;1
209816782377611842;16404;1;1
209816776785365305;16404;1;1
209816359352407051;16404;1;1
209816177207325592;16404;1;1
209816689185146712;16404;1;1
209816846301873215;16404;1;1
209816199130557482;16404;1;1
209816465150563056;16404;1;1
209816482113078242;16404;1;1
209816712325239552;16404;1;1
209816492631671023;16404;1;1
209816140697217081;16404;1;1
209816663233363771;16404;1;1
209816803408002948;16404;1;1
209816180058076988;16404;1;1
209816634518951181;16404;1;1
208816903241038323;16404;1;1
209816165113276343;16404;1;1
209816586199346049;16404;1;1
209816657309291426;16404;1;1
209816109950251422;16404;1;1
209816993558068755;16404;1;1
